id,nome_normalizado,nome,sigla,habilitacao,coordenacao_id,grau_id,turno_id,created_at,updated_at
319,PEDAGOGIA,Pedagogia,,Pedagogia,,2,7,2024-11-12 20:03:30.007459,2024-11-12 20:03:30.007465
320,PEDAGOGIA,Pedagogia,,Pedagogia,,2,8,2024-11-12 20:03:30.011665,2024-11-12 20:03:30.011671
321,PEDAGOGIA,Pedagogia,,Pedagogia,,2,1,2024-11-12 20:03:30.014557,2024-11-12 20:03:30.014562
322,PETROLEOEGAS,Petróleo e Gás,,Petróleo e Gás,,5,8,2024-11-12 20:03:30.017749,2024-11-12 20:03:30.017754
323,PETROLEOEGAS,Petróleo e Gás,,Petróleo e Gás,,5,3,2024-11-12 20:03:30.021075,2024-11-12 20:03:30.021081
324,PRODUCAOCENICA,Produção Cênica,,Produção Cênica,,6,5,2024-11-12 20:03:30.024175,2024-11-12 20:03:30.024180
325,PRODUCAOCULTURAL,Produção Cultural,,Produção Cultural,,1,3,2024-11-12 20:03:30.027252,2024-11-12 20:03:30.027257
326,PSICOLOGIA,Psicologia,,Formação de Psicólogo,,1,8,2024-11-12 20:03:30.030264,2024-11-12 20:03:30.030269
327,PUBLICIDADEEPROPAGANDA,Publicidade e Propaganda,,Publicidade e Propaganda,,1,8,2024-11-12 20:03:30.033686,2024-11-12 20:03:30.033692
328,QUIMICA,Química,,Química,,1,8,2024-11-12 20:03:30.036739,2024-11-12 20:03:30.036744
329,QUIMICA,Química,,Química,,1,8,2024-11-12 20:03:30.040170,2024-11-12 20:03:30.040176
330,QUIMICA,Química,,Química,,3,8,2024-11-12 20:03:30.043083,2024-11-12 20:03:30.043088
331,QUIMICA,Química,,Química,,3,8,2024-11-12 20:03:30.046701,2024-11-12 20:03:30.046706
332,QUIMICA,Química,,Química,,2,8,2024-11-12 20:03:30.049594,2024-11-12 20:03:30.049599
333,QUIMICA,Química,,Química,,2,5,2024-11-12 20:03:30.052462,2024-11-12 20:03:30.052467
334,QUIMICA,Química,,Química,,2,8,2024-11-12 20:03:30.055821,2024-11-12 20:03:30.055826
335,RELACOESPUBLICAS,Relações Públicas,,Relações Públicas,,1,8,2024-11-12 20:03:30.059108,2024-11-12 20:03:30.059114
336,SAUDECOLETIVA,Saúde Coletiva,,Saúde Coletiva,,1,3,2024-11-12 20:03:30.062187,2024-11-12 20:03:30.062192
337,SECRETARIADO,Secretariado,,Secretariado,,6,5,2024-11-12 20:03:30.065178,2024-11-12 20:03:30.065183
338,SERVICOSOCIAL,Serviço Social,,Serviço Social,,1,5,2024-11-12 20:03:30.069717,2024-11-12 20:03:30.069724
339,TERAPIAOCUPACIONAL,Terapia Ocupacional,,Terapia Ocupacional,,1,8,2024-11-12 20:03:30.074421,2024-11-12 20:03:30.074428
340,TERAPIAOCUPACIONAL,Terapia Ocupacional,,Terapia Ocupacional,,1,5,2024-11-12 20:03:30.077830,2024-11-12 20:03:30.077836
341,TERAPIAOCUPACIONAL,Terapia Ocupacional,,Terapia Ocupacional,,1,8,2024-11-12 20:03:30.081227,2024-11-12 20:03:30.081232
342,TURISMO,Turismo,,Turismo,,1,3,2024-11-12 20:03:30.084605,2024-11-12 20:03:30.084610
343,TURISMO,Turismo,,Turismo,,1,7,2024-11-12 20:03:30.088070,2024-11-12 20:03:30.088075
344,TURISMO,Turismo,,Turismo,,1,5,2024-11-12 20:03:30.091038,2024-11-12 20:03:30.091043
345,ZOOTECNIA,Zootecnia,,Zootecnia,,1,8,2024-11-12 20:03:30.094026,2024-11-12 20:03:30.094031
