id,curriculo_id,disciplina_id,natureza_disciplina_id,created_at,updated_at
336,5,13138,2,2024-11-12 20:04:12.857439,2024-11-12 20:04:12.857447
337,5,2246,2,2024-11-12 20:04:12.861765,2024-11-12 20:04:12.861773
338,5,2247,2,2024-11-12 20:04:12.866844,2024-11-12 20:04:12.866853
339,5,2248,2,2024-11-12 20:04:12.871177,2024-11-12 20:04:12.871185
340,5,13142,2,2024-11-12 20:04:12.875408,2024-11-12 20:04:12.875415
341,5,13143,2,2024-11-12 20:04:12.879731,2024-11-12 20:04:12.879738
342,5,13144,2,2024-11-12 20:04:12.883500,2024-11-12 20:04:12.883506
343,5,13145,2,2024-11-12 20:04:12.887584,2024-11-12 20:04:12.887590
344,5,13146,2,2024-11-12 20:04:12.891298,2024-11-12 20:04:12.891304
345,5,13147,2,2024-11-12 20:04:12.895258,2024-11-12 20:04:12.895265
346,5,13148,2,2024-11-12 20:04:12.898906,2024-11-12 20:04:12.898912
347,5,2273,2,2024-11-12 20:04:12.902554,2024-11-12 20:04:12.902561
348,5,2274,2,2024-11-12 20:04:12.906603,2024-11-12 20:04:12.906610
349,5,13175,2,2024-11-12 20:04:12.910177,2024-11-12 20:04:12.910183
350,5,2275,2,2024-11-12 20:04:12.914040,2024-11-12 20:04:12.914046
351,5,2276,2,2024-11-12 20:04:12.917707,2024-11-12 20:04:12.917714
352,5,13178,2,2024-11-12 20:04:12.921416,2024-11-12 20:04:12.921422
353,5,13190,2,2024-11-12 20:04:12.925318,2024-11-12 20:04:12.925324
354,5,2284,2,2024-11-12 20:04:12.930881,2024-11-12 20:04:12.930888
355,5,2285,2,2024-11-12 20:04:12.934786,2024-11-12 20:04:12.934792
356,5,2286,2,2024-11-12 20:04:12.938806,2024-11-12 20:04:12.938812
357,5,2287,2,2024-11-12 20:04:12.942615,2024-11-12 20:04:12.942621
358,5,13195,2,2024-11-12 20:04:12.946405,2024-11-12 20:04:12.946411
359,5,13196,2,2024-11-12 20:04:12.950566,2024-11-12 20:04:12.950572
360,5,13197,2,2024-11-12 20:04:12.954244,2024-11-12 20:04:12.954251
361,5,2288,2,2024-11-12 20:04:12.958472,2024-11-12 20:04:12.958479
362,5,13199,2,2024-11-12 20:04:12.962135,2024-11-12 20:04:12.962141
363,5,13200,2,2024-11-12 20:04:12.966131,2024-11-12 20:04:12.966137
364,5,2289,2,2024-11-12 20:04:12.969805,2024-11-12 20:04:12.969811
365,5,13202,2,2024-11-12 20:04:12.973832,2024-11-12 20:04:12.973838
366,5,13209,2,2024-11-12 20:04:12.977685,2024-11-12 20:04:12.977692
367,5,2296,2,2024-11-12 20:04:12.981479,2024-11-12 20:04:12.981485
368,5,13226,2,2024-11-12 20:04:12.985512,2024-11-12 20:04:12.985518
369,5,13227,2,2024-11-12 20:04:12.989195,2024-11-12 20:04:12.989201
370,5,2309,2,2024-11-12 20:04:12.993255,2024-11-12 20:04:12.993262
371,5,2310,2,2024-11-12 20:04:12.997042,2024-11-12 20:04:12.997048
372,5,2312,2,2024-11-12 20:04:13.000950,2024-11-12 20:04:13.000956
373,5,13233,2,2024-11-12 20:04:13.004639,2024-11-12 20:04:13.004645
374,5,2313,2,2024-11-12 20:04:13.008360,2024-11-12 20:04:13.008367
375,5,2314,2,2024-11-12 20:04:13.012271,2024-11-12 20:04:13.012278
376,5,13236,2,2024-11-12 20:04:13.016001,2024-11-12 20:04:13.016007
377,5,2315,2,2024-11-12 20:04:13.019928,2024-11-12 20:04:13.019935
378,5,13238,2,2024-11-12 20:04:13.023542,2024-11-12 20:04:13.023549
379,5,13239,2,2024-11-12 20:04:13.027519,2024-11-12 20:04:13.027526
380,5,2316,2,2024-11-12 20:04:13.031213,2024-11-12 20:04:13.031219
381,5,2317,2,2024-11-12 20:04:13.034946,2024-11-12 20:04:13.034952
382,5,2617,2,2024-11-12 20:04:13.038814,2024-11-12 20:04:13.038820
383,5,2618,2,2024-11-12 20:04:13.042448,2024-11-12 20:04:13.042454
384,5,2672,2,2024-11-12 20:04:13.046318,2024-11-12 20:04:13.046324
385,5,2676,2,2024-11-12 20:04:13.050061,2024-11-12 20:04:13.050067
386,5,2680,2,2024-11-12 20:04:13.053683,2024-11-12 20:04:13.053689
387,5,2705,2,2024-11-12 20:04:13.058876,2024-11-12 20:04:13.058882
388,5,2706,2,2024-11-12 20:04:13.063153,2024-11-12 20:04:13.063160
389,5,2707,2,2024-11-12 20:04:13.067001,2024-11-12 20:04:13.067007
390,5,2708,2,2024-11-12 20:04:13.071101,2024-11-12 20:04:13.071107
391,5,2711,2,2024-11-12 20:04:13.074794,2024-11-12 20:04:13.074801
392,5,2712,2,2024-11-12 20:04:13.078934,2024-11-12 20:04:13.078940
393,5,2713,2,2024-11-12 20:04:13.082684,2024-11-12 20:04:13.082690
394,5,2714,2,2024-11-12 20:04:13.086682,2024-11-12 20:04:13.086688
395,5,2715,2,2024-11-12 20:04:13.090328,2024-11-12 20:04:13.090334
396,5,2716,2,2024-11-12 20:04:13.094394,2024-11-12 20:04:13.094401
397,5,2717,2,2024-11-12 20:04:13.098108,2024-11-12 20:04:13.098121
398,5,8278,2,2024-11-12 20:04:13.101832,2024-11-12 20:04:13.101838
399,5,13182,2,2024-11-12 20:04:13.105804,2024-11-12 20:04:13.105811
400,5,13183,2,2024-11-12 20:04:13.109468,2024-11-12 20:04:13.109474
401,5,13184,2,2024-11-12 20:04:13.113366,2024-11-12 20:04:13.113373
402,5,13185,2,2024-11-12 20:04:13.117090,2024-11-12 20:04:13.117096
